Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Hyundai Creta,32.54,14.2,6,Hatchback,Electric,Automatic,Used,Sports,Red,Not Recommended
Tata Nexon,9.24,24.4,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Tata Hexa,31.14,14.1,5,Sedan,Diesel,Automatic,Used,Sports,Silver,Recommended
Hyundai Venue,40.66,12.0,7,Sedan,Electric,Manual,New,Sports,Blue,Not Recommended
Hyundai Creta,16.43,15.5,4,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Maruti WagonR,9.28,19.3,6,Sedan,Diesel,Manual,New,Sports,Blue,Recommended
Tata Harrier,31.89,15.5,7,SUV,Petrol,Manual,Used,Sports,Red,Recommended
Mahindra Thar,18.49,21.9,5,Hatchback,Petrol,Automatic,Used,Sports,White,Recommended
Hyundai Verna,43.83,19.8,5,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Maruti WagonR,43.02,24.3,5,Sedan,Diesel,Automatic,Used,Sports,Black,Recommended
Mahindra Bolero,22.97,11.1,5,Sedan,Electric,Manual,Used,Sports,Silver,Recommended
Honda WR-V,10.5,12.1,6,Hatchback,Petrol,Manual,Used,Sports,Red,Recommended
Hyundai Grand i10,35.8,21.6,6,Sedan,Petrol,Automatic,New,Sports,White,Not Recommended
Maruti Alto,24.43,10.8,4,Sedan,Petrol,Automatic,Used,Sports,Silver,Not Recommended
Honda CR-V,40.02,22.3,4,Hatchback,Electric,Automatic,New,Sports,Black,Recommended
Tata Tiago,34.24,21.8,6,Sedan,Electric,Automatic,New,Sports,Blue,Recommended
Maruti Alto,8.33,22.1,6,Sedan,Diesel,Automatic,New,Sports,Blue,Recommended
Mahindra XUV300,39.6,11.2,4,Sedan,Electric,Automatic,New,Sports,Blue,Not Recommended
Tata Harrier,5.88,11.7,5,Sedan,Petrol,Manual,New,Sports,White,Not Recommended
Hyundai Grand i10,29.15,11.6,5,Sedan,Electric,Manual,Used,Sports,Blue,Recommended
Maruti Baleno,41.51,11.9,5,Sedan,Diesel,Automatic,Used,Sports,White,Recommended
Tata Tigor,22.63,12.2,7,SUV,Petrol,Manual,New,Sports,Red,Not Recommended
Tata Safari,30.69,10.1,7,SUV,Petrol,Manual,Used,Sports,White,Not Recommended
Honda Jazz,24.03,21.1,4,SUV,Petrol,Automatic,Used,Sports,Blue,Recommended
Tata Hexa,5.98,13.0,4,Sedan,Diesel,Automatic,New,Sports,Silver,Recommended
Hyundai Venue,33.7,12.1,4,Hatchback,Petrol,Manual,Used,Sports,White,Not Recommended
Toyota Innova,42.89,18.9,4,Hatchback,Electric,Automatic,New,Sports,White,Not Recommended
Maruti Brezza,23.65,21.5,6,SUV,Electric,Manual,Used,Sports,Red,Not Recommended
Maruti Baleno,9.43,15.1,5,Sedan,Electric,Automatic,New,Sports,Red,Not Recommended
Mahindra Scorpio,19.59,13.0,7,Hatchback,Petrol,Manual,Used,Sports,Red,Recommended
Hyundai Creta,39.59,20.7,7,Hatchback,Petrol,Manual,Used,Sports,Silver,Recommended
Toyota Fortuner,30.76,10.1,4,SUV,Diesel,Automatic,Used,Sports,Silver,Not Recommended
Tata Nexon,9.24,24.4,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Tata Harrier,5.06,20.2,4,SUV,Diesel,Automatic,New,Sports,Silver,Recommended
Mahindra Thar,43.71,11.4,7,Hatchback,Petrol,Automatic,Used,Sports,Blue,Recommended
Mahindra Bolero,34.97,15.4,5,Hatchback,Electric,Automatic,New,Sports,Red,Recommended
Mahindra Bolero,32.5,11.1,6,Hatchback,Petrol,Manual,New,Sports,White,Not Recommended
Maruti Swift,8.3,19.0,6,Hatchback,Electric,Manual,New,Sports,Blue,Not Recommended
Hyundai Tucson,13.74,14.3,5,SUV,Electric,Manual,New,Sports,Black,Recommended
Kia Carens,4.92,11.4,5,Sedan,Diesel,Automatic,New,Sports,White,Recommended
Kia Carens,4.97,24.7,5,SUV,Diesel,Automatic,Used,Sports,Silver,Recommended
Hyundai Tucson,13.04,18.7,5,SUV,Electric,Automatic,Used,Sports,Black,Recommended
Mahindra XUV300,39.6,11.2,4,Sedan,Electric,Automatic,New,Sports,Blue,Not Recommended
Hyundai Verna,8.29,10.6,6,Sedan,Diesel,Automatic,Used,Sports,Red,Recommended
Maruti Baleno,31.21,10.4,4,Sedan,Diesel,Automatic,New,Sports,Black,Not Recommended
Hyundai Venue,37.37,13.7,6,Hatchback,Diesel,Automatic,Used,Sports,Red,Not Recommended
Hyundai Verna,40.9,12.2,6,Sedan,Diesel,Automatic,Used,Sports,White,Recommended
Hyundai Creta,17.27,10.6,4,Hatchback,Electric,Manual,Used,Sports,Red,Not Recommended
Maruti Baleno,19.57,24.7,7,SUV,Diesel,Manual,Used,Sports,Red,Not Recommended
Mahindra Bolero,40.97,22.7,6,Sedan,Diesel,Manual,New,Sports,White,Not Recommended
Hyundai Elantra,23.68,20.5,4,SUV,Diesel,Automatic,New,Sports,Black,Recommended
Mahindra Bolero,35.76,13.3,5,SUV,Petrol,Manual,New,Sports,Blue,Recommended
Maruti WagonR,24.18,16.4,7,Sedan,Electric,Automatic,New,Sports,Silver,Recommended
Toyota Glanza,16.53,22.8,6,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Honda Amaze,34.45,24.1,7,Sedan,Diesel,Automatic,New,Sports,Blue,Recommended
Kia Carens,13.32,21.4,6,Hatchback,Electric,Automatic,New,Sports,Black,Not Recommended
Honda City,4.75,14.0,7,Sedan,Petrol,Manual,Used,Sports,Blue,Recommended
Toyota Glanza,26.87,22.6,4,SUV,Diesel,Automatic,New,Sports,Red,Not Recommended
Maruti Swift,40.04,23.6,5,Sedan,Electric,Automatic,New,Sports,Red,Recommended
Hyundai Creta,20.15,24.9,4,SUV,Diesel,Manual,New,Sports,Silver,Not Recommended
Kia Seltos,9.0,22.5,4,SUV,Petrol,Automatic,New,Sports,Silver,Recommended
Hyundai Creta,40.66,21.1,6,Hatchback,Electric,Manual,New,Sports,Red,Recommended
Hyundai Grand i10,39.59,16.6,4,SUV,Diesel,Automatic,New,Sports,Blue,Recommended
Maruti WagonR,42.01,20.5,6,Sedan,Electric,Automatic,New,Sports,Blue,Not Recommended
Honda City,24.37,16.7,7,Hatchback,Electric,Manual,Used,Sports,Blue,Recommended
Hyundai Elantra,22.85,15.6,7,Sedan,Diesel,Automatic,New,Sports,Blue,Not Recommended
Tata Tiago,27.27,13.1,6,Hatchback,Diesel,Automatic,Used,Sports,Black,Not Recommended
Tata Tiago,8.16,15.4,7,SUV,Electric,Automatic,Used,Sports,Black,Recommended
Hyundai Elantra,8.98,13.4,7,Sedan,Diesel,Automatic,Used,Sports,Red,Not Recommended
Toyota Innova,28.47,22.6,7,SUV,Diesel,Automatic,New,Sports,Black,Recommended
Kia Carens,35.76,24.7,4,Hatchback,Diesel,Automatic,Used,Sports,Silver,Not Recommended
Hyundai Elantra,4.53,15.3,4,SUV,Electric,Automatic,New,Sports,Black,Recommended
Kia Seltos,28.6,13.6,7,Hatchback,Diesel,Manual,Used,Sports,White,Recommended
Kia Sonet,43.18,16.7,5,Sedan,Electric,Manual,New,Sports,Black,Not Recommended
Kia Seltos,22.55,19.0,4,Sedan,Diesel,Manual,New,Sports,Black,Recommended
Kia Sonet,10.89,23.6,5,SUV,Petrol,Manual,New,Sports,White,Recommended
Hyundai Elantra,33.35,11.8,4,SUV,Electric,Manual,Used,Sports,Silver,Recommended
Tata Tiago,28.89,15.4,5,Hatchback,Petrol,Automatic,New,Sports,Red,Recommended
Honda Amaze,38.02,20.6,6,SUV,Diesel,Manual,New,Sports,White,Not Recommended
Tata Hexa,14.89,11.3,7,Hatchback,Electric,Manual,New,Sports,Blue,Recommended
Tata Tigor,11.17,18.0,4,Sedan,Electric,Automatic,New,Sports,Red,Recommended
Hyundai Venue,42.31,12.0,4,Sedan,Diesel,Manual,New,Sports,Blue,Recommended
Hyundai Creta,16.43,15.5,4,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Honda CR-V,12.52,18.3,6,Sedan,Electric,Manual,New,Sports,Red,Not Recommended
Mahindra Bolero,7.5,11.8,7,Hatchback,Electric,Manual,Used,Sports,Black,Recommended
Maruti Swift,5.11,14.5,4,Hatchback,Petrol,Automatic,New,Sports,Red,Not Recommended
Honda WR-V,5.01,11.7,5,Sedan,Diesel,Manual,New,Sports,Red,Recommended
Honda CR-V,21.73,24.6,6,Sedan,Petrol,Automatic,Used,Sports,Red,Not Recommended
Tata Harrier,36.75,24.2,4,Sedan,Diesel,Manual,Used,Sports,Silver,Recommended
Tata Altroz,9.33,15.7,7,Sedan,Electric,Manual,Used,Sports,Red,Not Recommended
Toyota Fortuner,5.26,16.3,7,Hatchback,Petrol,Manual,Used,Sports,Black,Not Recommended
Honda CR-V,27.78,12.3,7,Sedan,Petrol,Automatic,Used,Sports,Silver,Not Recommended
Tata Punch,37.59,22.1,6,Hatchback,Petrol,Automatic,New,Sports,White,Not Recommended
Kia Seltos,33.06,16.9,6,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Maruti Swift,8.39,19.6,5,Hatchback,Electric,Manual,New,Sports,Red,Recommended
Tata Safari,29.54,14.4,7,SUV,Diesel,Automatic,Used,Sports,Red,Recommended
Mahindra Bolero,39.55,19.5,4,SUV,Diesel,Manual,Used,Sports,Silver,Not Recommended
Tata Nexon,20.52,10.9,4,SUV,Diesel,Manual,Used,Sports,Red,Recommended
Honda WR-V,4.87,11.2,7,Sedan,Electric,Manual,New,Sports,Silver,Recommended
Hyundai Venue,40.66,12.0,7,Sedan,Electric,Manual,New,Sports,Blue,Not Recommended
Tata Harrier,6.75,14.3,4,Hatchback,Electric,Manual,Used,Sports,Black,Recommended
Toyota Glanza,37.33,10.9,5,Hatchback,Petrol,Manual,Used,Sports,Silver,Recommended
Honda Amaze,43.81,10.8,6,Sedan,Diesel,Automatic,Used,Sports,Red,Not Recommended
Honda WR-V,10.85,15.1,4,Hatchback,Diesel,Automatic,Used,Sports,Blue,Recommended
Toyota Glanza,30.18,17.0,4,Hatchback,Petrol,Automatic,New,Sports,Black,Not Recommended
Hyundai Tucson,13.55,11.0,4,Sedan,Petrol,Manual,Used,Sports,Blue,Not Recommended
Tata Altroz,11.44,21.3,7,Hatchback,Electric,Automatic,Used,Sports,Blue,Not Recommended
Honda CR-V,43.97,11.7,7,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Mahindra Scorpio,31.87,16.8,6,SUV,Petrol,Manual,New,Sports,Silver,Not Recommended
Tata Tigor,25.58,14.1,4,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Kia Sonet,10.89,23.6,5,SUV,Petrol,Manual,New,Sports,White,Recommended
Tata Safari,29.73,18.2,6,SUV,Petrol,Automatic,New,Sports,Silver,Recommended
Maruti Alto,38.04,22.0,5,SUV,Electric,Automatic,Used,Sports,Black,Recommended
Tata Tiago,27.8,23.9,4,SUV,Electric,Manual,New,Sports,White,Recommended
Kia Sonet,37.86,19.8,6,Sedan,Petrol,Manual,New,Sports,Red,Recommended
Hyundai Verna,33.28,11.3,6,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Maruti Baleno,5.5,16.1,6,SUV,Diesel,Manual,Used,Sports,Blue,Not Recommended
Honda Amaze,40.6,13.0,7,SUV,Electric,Manual,New,Sports,Blue,Recommended
Hyundai Elantra,7.26,17.5,7,Sedan,Petrol,Automatic,New,Sports,Blue,Not Recommended
Kia Seltos,44.33,22.7,7,SUV,Electric,Automatic,Used,Sports,White,Not Recommended
Hyundai i20,18.01,15.5,6,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Tata Punch,44.76,15.4,4,SUV,Electric,Manual,Used,Sports,Black,Not Recommended
Maruti Swift,31.55,23.1,6,Sedan,Electric,Automatic,New,Sports,Silver,Not Recommended
Hyundai Creta,16.07,23.3,7,SUV,Diesel,Automatic,New,Sports,Red,Recommended
Maruti Brezza,26.14,10.9,4,Hatchback,Electric,Manual,New,Sports,Red,Recommended
Hyundai Tucson,28.31,19.8,6,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Hyundai Tucson,30.27,11.8,6,Hatchback,Electric,Automatic,Used,Sports,White,Not Recommended
Tata Hexa,33.86,12.0,5,Sedan,Diesel,Automatic,Used,Sports,Black,Recommended
Tata Tiago,28.89,15.4,5,Hatchback,Petrol,Automatic,New,Sports,Red,Recommended
Hyundai Verna,40.9,12.2,6,Sedan,Diesel,Automatic,Used,Sports,White,Recommended
Hyundai Creta,33.49,10.9,6,SUV,Petrol,Manual,Used,Sports,Silver,Recommended
Tata Punch,17.3,21.1,5,Sedan,Electric,Automatic,Used,Sports,Silver,Not Recommended
Toyota Glanza,16.53,22.8,6,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Maruti WagonR,43.02,24.3,5,Sedan,Diesel,Automatic,Used,Sports,Black,Recommended
Mahindra Thar,24.8,10.4,5,SUV,Diesel,Manual,Used,Sports,Black,Recommended
Maruti WagonR,6.92,24.7,6,Hatchback,Electric,Automatic,New,Sports,Blue,Not Recommended
Honda WR-V,20.96,21.1,4,SUV,Petrol,Automatic,New,Sports,Black,Recommended
Tata Altroz,9.73,24.4,6,SUV,Petrol,Automatic,New,Sports,Blue,Recommended
Kia Seltos,21.98,19.2,7,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Hyundai Aura,31.02,17.6,5,Hatchback,Petrol,Manual,Used,Sports,Black,Recommended
Honda Civic,42.95,21.6,5,Sedan,Diesel,Automatic,New,Sports,White,Recommended
Mahindra Scorpio,5.78,16.1,7,Hatchback,Electric,Manual,New,Sports,Black,Recommended
Toyota Innova,28.49,16.5,6,SUV,Electric,Automatic,New,Sports,Red,Not Recommended
Tata Punch,41.41,10.2,5,Hatchback,Electric,Automatic,New,Sports,White,Not Recommended
Kia Seltos,37.03,13.3,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Hyundai Aura,7.67,11.0,6,SUV,Diesel,Automatic,Used,Sports,Red,Not Recommended
Mahindra Thar,30.71,21.8,6,Sedan,Petrol,Automatic,Used,Sports,Red,Not Recommended
Tata Tigor,12.64,16.3,7,SUV,Electric,Manual,Used,Sports,Silver,Not Recommended
Tata Hexa,33.86,12.0,5,Sedan,Diesel,Automatic,Used,Sports,Black,Recommended
Maruti Dzire,27.22,15.0,6,Sedan,Electric,Manual,New,Sports,Silver,Recommended
Tata Nexon,22.66,16.7,7,Hatchback,Diesel,Manual,Used,Sports,Blue,Recommended
Hyundai i20,40.25,24.2,5,Hatchback,Petrol,Manual,New,Sports,Red,Not Recommended
Honda WR-V,7.35,16.3,7,Hatchback,Diesel,Manual,New,Sports,White,Not Recommended
Maruti Baleno,29.22,19.5,4,Sedan,Electric,Automatic,Used,Sports,Red,Recommended
Toyota Innova,27.71,21.6,6,Hatchback,Petrol,Automatic,Used,Sports,Silver,Not Recommended
Mahindra XUV300,40.93,23.5,7,Hatchback,Diesel,Manual,New,Sports,Black,Not Recommended
Hyundai Aura,7.92,14.2,4,Hatchback,Diesel,Automatic,New,Sports,White,Not Recommended
Kia Carens,37.54,24.7,6,Sedan,Electric,Manual,Used,Sports,White,Not Recommended
Kia Carnival,39.83,14.9,7,SUV,Electric,Manual,Used,Sports,Silver,Not Recommended
Toyota Glanza,11.13,14.8,7,Hatchback,Petrol,Automatic,Used,Sports,Silver,Recommended
Kia Carnival,13.07,10.5,5,Sedan,Diesel,Automatic,Used,Sports,White,Not Recommended
Hyundai Creta,31.9,14.2,5,Sedan,Diesel,Manual,Used,Sports,Blue,Not Recommended
Kia Sonet,21.56,13.6,4,Hatchback,Diesel,Automatic,New,Sports,Black,Recommended
Toyota Fortuner,36.39,23.4,4,Sedan,Petrol,Manual,New,Sports,White,Recommended
Mahindra Bolero,30.7,23.2,7,Sedan,Electric,Automatic,Used,Sports,Blue,Recommended
Hyundai Creta,36.86,14.4,5,Hatchback,Diesel,Manual,Used,Sports,White,Recommended
Hyundai Grand i10,24.59,23.3,4,SUV,Diesel,Automatic,New,Sports,Blue,Recommended
Hyundai Tucson,11.19,15.7,5,Sedan,Diesel,Automatic,Used,Sports,White,Not Recommended
Toyota Glanza,11.13,14.8,7,Hatchback,Petrol,Automatic,Used,Sports,Silver,Recommended
Tata Harrier,22.34,19.9,7,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Tata Nexon,32.38,16.7,4,Hatchback,Diesel,Automatic,Used,Sports,White,Recommended
Maruti WagonR,29.96,11.0,7,Sedan,Diesel,Automatic,Used,Sports,Black,Recommended
Maruti Swift,8.3,19.0,6,Hatchback,Electric,Manual,New,Sports,Blue,Not Recommended
Maruti Baleno,26.11,25.0,6,SUV,Petrol,Automatic,Used,Sports,Black,Not Recommended
Toyota Glanza,24.16,16.5,7,Sedan,Electric,Manual,Used,Sports,Black,Recommended
Toyota Innova,28.47,22.6,7,SUV,Diesel,Automatic,New,Sports,Black,Recommended
Tata Tiago,4.54,15.6,7,SUV,Diesel,Manual,New,Sports,Silver,Recommended
Hyundai i20,14.75,24.1,4,SUV,Petrol,Manual,Used,Sports,White,Not Recommended
Tata Hexa,6.76,13.9,7,SUV,Petrol,Manual,Used,Sports,White,Recommended
Hyundai Elantra,33.35,11.8,4,SUV,Electric,Manual,Used,Sports,Silver,Recommended
Maruti Alto,41.7,13.2,4,Sedan,Petrol,Manual,New,Sports,Black,Not Recommended
Honda Jazz,4.26,20.1,6,Hatchback,Diesel,Manual,Used,Sports,Black,Not Recommended
Kia Carnival,23.46,19.1,7,Hatchback,Petrol,Manual,New,Sports,Silver,Not Recommended
Hyundai Aura,37.99,19.8,5,Hatchback,Diesel,Manual,Used,Sports,White,Not Recommended
Toyota Glanza,28.92,13.1,4,Sedan,Electric,Manual,Used,Sports,Silver,Not Recommended
Kia Carens,4.92,11.4,5,Sedan,Diesel,Automatic,New,Sports,White,Recommended
Maruti Dzire,19.31,22.3,6,Hatchback,Electric,Manual,New,Sports,Black,Recommended
Maruti Swift,15.35,18.0,4,SUV,Electric,Manual,Used,Sports,Blue,Recommended
Hyundai Verna,6.11,16.4,4,Hatchback,Petrol,Automatic,New,Sports,Black,Recommended
Toyota Fortuner,20.68,10.6,5,SUV,Petrol,Automatic,Used,Sports,White,Recommended
Toyota Glanza,21.43,21.9,6,SUV,Petrol,Automatic,Used,Sports,Blue,Recommended
Kia Sonet,27.79,22.8,6,Sedan,Electric,Manual,New,Sports,Silver,Recommended
Hyundai Elantra,36.8,12.4,6,Hatchback,Electric,Manual,Used,Sports,Black,Not Recommended
Maruti WagonR,28.31,22.0,6,Hatchback,Electric,Automatic,New,Sports,White,Not Recommended
Hyundai Creta,13.05,14.6,4,Sedan,Petrol,Automatic,New,Sports,Red,Recommended
Tata Tigor,29.25,20.8,5,SUV,Petrol,Manual,Used,Sports,Black,Not Recommended
Hyundai Tucson,12.24,11.3,5,Sedan,Petrol,Manual,Used,Sports,White,Recommended
Toyota Innova,31.01,19.5,5,SUV,Diesel,Automatic,Used,Sports,Red,Not Recommended
Hyundai Verna,4.2,11.7,5,SUV,Diesel,Manual,Used,Sports,Silver,Recommended
Hyundai Verna,4.2,11.7,5,SUV,Diesel,Manual,Used,Sports,Silver,Recommended
Honda CR-V,10.71,10.3,5,SUV,Diesel,Manual,New,Sports,White,Recommended
Tata Punch,25.14,22.4,5,Sedan,Diesel,Manual,New,Sports,Black,Recommended
Kia Carens,6.97,19.5,4,SUV,Electric,Manual,New,Sports,Silver,Recommended
Hyundai i20,14.75,24.1,4,SUV,Petrol,Manual,Used,Sports,White,Not Recommended
Honda Civic,20.58,20.2,5,Hatchback,Electric,Automatic,Used,Sports,Blue,Recommended
Maruti Brezza,20.85,14.5,4,SUV,Diesel,Automatic,New,Sports,White,Recommended
Hyundai Creta,43.7,11.2,7,Hatchback,Petrol,Automatic,New,Sports,Silver,Not Recommended
Honda Jazz,14.06,22.6,4,Hatchback,Diesel,Manual,New,Sports,White,Not Recommended
Hyundai Aura,32.6,20.7,4,Hatchback,Electric,Manual,Used,Sports,Black,Recommended
Kia Carnival,35.25,21.9,5,Sedan,Diesel,Automatic,New,Sports,Black,Not Recommended
Tata Punch,24.07,17.3,5,Sedan,Diesel,Automatic,New,Sports,Red,Recommended
Hyundai i20,26.53,21.6,5,Sedan,Petrol,Automatic,New,Sports,White,Not Recommended
Hyundai Aura,10.82,19.5,5,Hatchback,Diesel,Manual,Used,Sports,Blue,Recommended
