Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Honda Jazz,43.01,15.2,4,SUV,Electric,Manual,Used,Family,White,Recommended
Honda Jazz,7.12,23.4,7,SUV,Diesel,Manual,New,Family,Red,Not Recommended
Tata Altroz,34.04,14.1,5,Sedan,Petrol,Automatic,New,Family,Blue,Recommended
Tata Hexa,21.47,21.3,6,Sedan,Diesel,Manual,Used,Family,Black,Not Recommended
Mahindra Thar,9.71,18.7,4,Sedan,Diesel,Manual,Used,Family,Black,Recommended
Tata Punch,37.59,22.1,6,Hatchback,Petrol,Automatic,New,Family,White,Not Recommended
Honda Civic,23.67,19.8,4,Hatchback,Electric,Manual,Used,Family,Black,Recommended
Hyundai Elantra,4.53,15.3,4,SUV,Electric,Automatic,New,Family,Black,Recommended
Hyundai Creta,21.94,12.5,5,Hatchback,Electric,Manual,Used,Family,Black,Not Recommended
Hyundai Aura,44.01,22.4,4,SUV,Electric,Automatic,Used,Family,White,Recommended
Maruti Baleno,18.86,15.1,7,Hatchback,Petrol,Manual,Used,Family,Silver,Recommended
Maruti Dzire,14.44,16.7,4,Sedan,Diesel,Manual,New,Family,White,Recommended
Tata Harrier,29.28,11.7,5,Hatchback,Petrol,Automatic,New,Family,Silver,Not Recommended
Maruti Alto,38.43,11.2,7,Hatchback,Petrol,Manual,Used,Family,Silver,Recommended
Tata Nexon,34.48,22.6,4,Hatchback,Petrol,Automatic,New,Family,Blue,Not Recommended
Toyota Innova,26.32,24.2,7,Sedan,Electric,Automatic,Used,Family,White,Not Recommended
Toyota Glanza,24.89,11.0,6,SUV,Electric,Automatic,Used,Family,White,Recommended
Honda CR-V,39.34,21.0,6,SUV,Electric,Manual,Used,Family,Red,Recommended
Kia Seltos,8.93,23.2,5,Hatchback,Electric,Manual,Used,Family,Silver,Recommended
Tata Punch,35.2,20.4,7,Sedan,Electric,Manual,New,Family,Silver,Recommended
Maruti Baleno,32.29,24.5,5,Hatchback,Diesel,Manual,Used,Family,Blue,Recommended
Toyota Glanza,30.18,17.0,4,Hatchback,Petrol,Automatic,New,Family,Black,Not Recommended
Honda CR-V,4.81,19.5,5,Hatchback,Petrol,Automatic,Used,Family,Silver,Recommended
Toyota Innova,39.7,14.1,4,Hatchback,Electric,Manual,Used,Family,White,Not Recommended
Tata Harrier,29.28,11.7,5,Hatchback,Petrol,Automatic,New,Family,Silver,Not Recommended
Tata Hexa,35.17,22.2,6,SUV,Electric,Manual,Used,Family,Black,Recommended
Tata Tiago,41.75,19.0,5,SUV,Diesel,Manual,Used,Family,White,Not Recommended
Honda Civic,25.55,19.1,7,SUV,Petrol,Manual,Used,Family,Blue,Not Recommended
Hyundai Creta,16.07,23.3,7,SUV,Diesel,Automatic,New,Family,Red,Recommended
Kia Carnival,14.24,11.0,6,Hatchback,Electric,Manual,Used,Family,Red,Recommended
Tata Tigor,43.18,17.6,4,Sedan,Electric,Manual,Used,Family,White,Recommended
Mahindra Bolero,30.7,23.2,7,Sedan,Electric,Automatic,Used,Family,Blue,Recommended
Maruti Brezza,23.65,21.5,6,SUV,Electric,Manual,Used,Family,Red,Not Recommended
Tata Harrier,6.75,14.3,4,Hatchback,Electric,Manual,Used,Family,Black,Recommended
Tata Nexon,5.23,15.8,7,Hatchback,Electric,Automatic,Used,Family,Silver,Recommended
Mahindra Bolero,35.36,23.4,6,Sedan,Electric,Manual,New,Family,Silver,Not Recommended
Maruti Brezza,27.29,23.5,6,Sedan,Diesel,Automatic,New,Family,Silver,Recommended
Mahindra Bolero,39.55,19.5,4,SUV,Diesel,Manual,Used,Family,Silver,Not Recommended
Tata Harrier,39.75,16.8,7,SUV,Petrol,Automatic,New,Family,Black,Recommended
Kia Seltos,14.14,20.1,6,SUV,Diesel,Automatic,New,Family,Blue,Recommended
Honda WR-V,29.02,22.4,6,Hatchback,Diesel,Automatic,Used,Family,Black,Recommended
Honda City,7.32,18.4,4,SUV,Electric,Automatic,New,Family,White,Recommended
Kia Sonet,24.02,16.7,7,Sedan,Diesel,Automatic,Used,Family,Red,Recommended
Toyota Innova,11.37,15.1,5,Sedan,Electric,Manual,New,Family,Red,Not Recommended
Hyundai Verna,36.92,10.1,4,SUV,Diesel,Manual,New,Family,Red,Recommended
Hyundai Venue,31.74,19.4,6,SUV,Diesel,Manual,New,Family,Silver,Recommended
Honda Jazz,24.03,21.1,4,SUV,Petrol,Automatic,Used,Family,Blue,Recommended
Maruti Swift,15.35,18.0,4,SUV,Electric,Manual,Used,Family,Blue,Recommended
Maruti Dzire,35.5,22.1,5,Hatchback,Electric,Manual,New,Family,Red,Recommended
Honda CR-V,43.97,11.7,7,SUV,Electric,Manual,New,Family,Red,Not Recommended
Honda WR-V,38.61,15.5,6,Sedan,Diesel,Automatic,Used,Family,Red,Recommended
Hyundai Elantra,9.61,16.6,6,Sedan,Petrol,Manual,New,Family,Black,Recommended
Tata Safari,8.94,24.6,7,SUV,Petrol,Automatic,New,Family,Silver,Recommended
Kia Seltos,34.86,13.6,5,Sedan,Diesel,Automatic,New,Family,Silver,Not Recommended
Tata Nexon,18.18,20.2,4,SUV,Electric,Automatic,New,Family,Red,Recommended
Hyundai Tucson,11.19,19.0,4,Sedan,Diesel,Manual,Used,Family,Silver,Not Recommended
Honda CR-V,44.45,17.6,5,SUV,Diesel,Automatic,Used,Family,Red,Not Recommended
Tata Tigor,25.97,20.3,6,Hatchback,Electric,Automatic,New,Family,Red,Recommended
Tata Punch,18.58,18.8,4,Hatchback,Diesel,Automatic,Used,Family,Blue,Not Recommended
Hyundai Tucson,20.35,11.6,7,SUV,Diesel,Automatic,New,Family,White,Recommended
Mahindra Bolero,23.97,16.2,4,Sedan,Petrol,Automatic,Used,Family,Black,Recommended
Maruti WagonR,32.44,20.9,7,Hatchback,Diesel,Automatic,Used,Family,Blue,Recommended
Hyundai Venue,20.09,18.9,6,SUV,Diesel,Manual,New,Family,Black,Not Recommended
Hyundai i20,39.73,16.7,4,Sedan,Petrol,Manual,Used,Family,White,Recommended
Mahindra Scorpio,31.87,16.8,6,SUV,Petrol,Manual,New,Family,Silver,Not Recommended
Honda Amaze,40.02,23.6,4,Hatchback,Electric,Automatic,New,Family,Blue,Recommended
Honda Civic,4.73,23.2,5,Hatchback,Electric,Manual,New,Family,White,Not Recommended
Honda City,24.35,23.1,4,Sedan,Diesel,Automatic,New,Family,Blue,Recommended
Hyundai Venue,5.62,12.1,4,Sedan,Electric,Manual,Used,Family,Red,Not Recommended
Hyundai Grand i10,28.67,11.7,4,SUV,Petrol,Automatic,Used,Family,Red,Not Recommended
Kia Carnival,34.74,18.2,6,Hatchback,Petrol,Manual,Used,Family,Blue,Not Recommended
Tata Tigor,25.97,20.3,6,Hatchback,Electric,Automatic,New,Family,Red,Recommended
Maruti Swift,38.52,11.6,6,Hatchback,Petrol,Automatic,New,Family,Red,Not Recommended
Maruti Brezza,23.65,21.5,6,SUV,Electric,Manual,Used,Family,Red,Not Recommended
Honda CR-V,20.98,11.1,6,Sedan,Electric,Manual,New,Family,Red,Not Recommended
Tata Nexon,25.69,17.3,5,Hatchback,Electric,Manual,New,Family,Silver,Not Recommended
Hyundai Aura,44.01,22.4,4,SUV,Electric,Automatic,Used,Family,White,Recommended
Tata Tiago,39.56,22.4,7,Hatchback,Diesel,Automatic,New,Family,White,Recommended
Kia Carnival,29.68,17.8,4,Sedan,Electric,Manual,New,Family,White,Not Recommended
Maruti Swift,7.59,21.5,5,SUV,Diesel,Automatic,Used,Family,White,Recommended
Maruti Dzire,35.5,22.1,5,Hatchback,Electric,Manual,New,Family,Red,Recommended
Toyota Glanza,30.18,17.0,4,Hatchback,Petrol,Automatic,New,Family,Black,Not Recommended
Hyundai Tucson,44.79,21.9,7,Hatchback,Petrol,Automatic,New,Family,Blue,Not Recommended
Tata Hexa,7.75,19.9,5,Sedan,Petrol,Manual,New,Family,Silver,Not Recommended
Hyundai Venue,30.28,10.2,7,Sedan,Electric,Manual,Used,Family,Black,Not Recommended
Hyundai i20,22.26,14.6,6,Sedan,Diesel,Automatic,New,Family,Silver,Recommended
Hyundai Grand i10,17.33,18.7,6,SUV,Petrol,Automatic,New,Family,Blue,Not Recommended
Hyundai Elantra,39.86,16.9,5,Hatchback,Petrol,Manual,New,Family,Blue,Not Recommended
Kia Sonet,25.28,19.6,7,Hatchback,Diesel,Automatic,New,Family,Silver,Not Recommended
Mahindra XUV300,23.7,24.3,4,Hatchback,Petrol,Manual,Used,Family,Blue,Recommended
Mahindra Bolero,28.0,24.8,6,Sedan,Diesel,Automatic,New,Family,Red,Not Recommended
Hyundai Elantra,25.14,23.2,5,SUV,Electric,Automatic,New,Family,Red,Not Recommended
Mahindra XUV300,38.32,12.6,7,SUV,Electric,Automatic,New,Family,Silver,Recommended
Hyundai Elantra,33.35,11.8,4,SUV,Electric,Manual,Used,Family,Silver,Recommended
Honda City,40.35,21.8,6,Sedan,Petrol,Manual,Used,Family,Black,Recommended
Hyundai Elantra,9.61,16.6,6,Sedan,Petrol,Manual,New,Family,Black,Recommended
Hyundai i20,32.49,17.7,4,Hatchback,Electric,Automatic,New,Family,Red,Recommended
Maruti Brezza,26.14,10.9,4,Hatchback,Electric,Manual,New,Family,Red,Recommended
Toyota Innova,29.89,17.3,5,Sedan,Electric,Manual,Used,Family,Red,Recommended
Tata Tiago,4.54,15.6,7,SUV,Diesel,Manual,New,Family,Silver,Recommended
Tata Nexon,18.18,20.2,4,SUV,Electric,Automatic,New,Family,Red,Recommended
Hyundai i20,44.36,18.4,6,Hatchback,Petrol,Automatic,New,Family,Black,Not Recommended
Tata Tigor,16.72,23.4,5,Sedan,Diesel,Automatic,Used,Family,Blue,Not Recommended
Kia Seltos,22.52,23.9,4,Sedan,Diesel,Automatic,New,Family,Black,Recommended
Hyundai Elantra,38.82,21.7,4,SUV,Electric,Automatic,New,Family,Black,Not Recommended
Mahindra Thar,6.37,23.7,6,SUV,Petrol,Manual,New,Family,Red,Not Recommended
Kia Seltos,44.64,22.3,4,Hatchback,Electric,Automatic,New,Family,Black,Recommended
Tata Tiago,9.31,23.2,7,Sedan,Electric,Manual,Used,Family,White,Not Recommended
Maruti Swift,7.59,21.5,5,SUV,Diesel,Automatic,Used,Family,White,Recommended
Tata Nexon,38.64,24.9,6,SUV,Electric,Manual,New,Family,Red,Recommended
Hyundai Verna,7.32,15.5,4,SUV,Petrol,Manual,New,Family,Black,Recommended
Toyota Glanza,20.75,12.5,5,Hatchback,Electric,Manual,New,Family,Black,Not Recommended
Hyundai Creta,32.54,14.2,6,Hatchback,Electric,Automatic,Used,Family,Red,Not Recommended
Maruti Alto,41.7,13.2,4,Sedan,Petrol,Manual,New,Family,Black,Not Recommended
Kia Sonet,33.61,11.5,4,Hatchback,Electric,Manual,Used,Family,Black,Recommended
Kia Carnival,7.39,11.8,6,SUV,Diesel,Manual,Used,Family,Red,Recommended
Honda CR-V,15.96,17.7,6,SUV,Diesel,Manual,Used,Family,Blue,Not Recommended
Kia Carens,20.28,13.1,7,Sedan,Electric,Manual,New,Family,Silver,Recommended
Hyundai Aura,25.78,17.6,7,Sedan,Diesel,Automatic,Used,Family,Blue,Recommended
Honda Civic,20.58,20.2,5,Hatchback,Electric,Automatic,Used,Family,Blue,Recommended
Mahindra Scorpio,5.72,20.9,5,Sedan,Electric,Automatic,Used,Family,Blue,Recommended
Tata Safari,7.28,17.6,5,SUV,Diesel,Manual,New,Family,Silver,Not Recommended
Hyundai Venue,6.13,17.7,5,Hatchback,Petrol,Manual,Used,Family,Black,Not Recommended
Honda Civic,28.05,16.1,4,SUV,Diesel,Manual,New,Family,Silver,Recommended
Toyota Innova,4.91,16.3,4,SUV,Electric,Manual,Used,Family,Silver,Not Recommended
Hyundai Tucson,4.75,17.7,4,Sedan,Electric,Manual,New,Family,Red,Not Recommended
Hyundai Venue,36.08,18.1,6,SUV,Electric,Automatic,Used,Family,Silver,Recommended
Hyundai i20,26.12,22.8,5,SUV,Diesel,Automatic,New,Family,Black,Not Recommended
Tata Hexa,18.19,14.0,4,Sedan,Diesel,Manual,New,Family,Blue,Not Recommended
Tata Safari,29.73,18.2,6,SUV,Petrol,Automatic,New,Family,Silver,Recommended
Toyota Glanza,41.9,24.1,6,SUV,Electric,Automatic,New,Family,Silver,Not Recommended
Hyundai Verna,39.58,23.3,6,Sedan,Electric,Automatic,New,Family,Silver,Recommended
Hyundai Tucson,13.55,11.0,4,Sedan,Petrol,Manual,Used,Family,Blue,Not Recommended
Tata Tigor,11.17,18.0,4,Sedan,Electric,Automatic,New,Family,Red,Recommended
Hyundai Venue,14.99,23.1,6,Hatchback,Diesel,Automatic,New,Family,White,Recommended
Maruti Swift,40.82,17.2,4,Hatchback,Petrol,Manual,Used,Family,Silver,Not Recommended
Kia Seltos,8.93,23.2,5,Hatchback,Electric,Manual,Used,Family,Silver,Recommended
Honda CR-V,21.54,23.1,6,Sedan,Petrol,Automatic,New,Family,Red,Not Recommended
Hyundai Verna,33.28,11.3,6,SUV,Electric,Manual,New,Family,Red,Not Recommended
Tata Nexon,12.95,24.8,6,Sedan,Petrol,Manual,Used,Family,Silver,Not Recommended
Tata Tigor,33.36,14.4,6,SUV,Electric,Automatic,Used,Family,Silver,Recommended
Hyundai Tucson,7.65,10.7,6,Sedan,Petrol,Automatic,Used,Family,Blue,Recommended
Kia Seltos,8.93,23.2,5,Hatchback,Electric,Manual,Used,Family,Silver,Recommended
Hyundai Verna,15.03,21.6,4,SUV,Electric,Automatic,Used,Family,Silver,Recommended
Hyundai Grand i10,37.05,11.2,6,Sedan,Electric,Manual,New,Family,Black,Recommended
Honda Amaze,39.61,20.4,7,SUV,Electric,Manual,Used,Family,White,Not Recommended
Honda CR-V,21.54,23.1,6,Sedan,Petrol,Automatic,New,Family,Red,Not Recommended
Kia Carens,7.57,19.5,7,Sedan,Diesel,Automatic,New,Family,White,Recommended
Maruti Dzire,14.44,16.7,4,Sedan,Diesel,Manual,New,Family,White,Recommended
Hyundai Creta,26.14,22.6,7,SUV,Electric,Automatic,Used,Family,Blue,Not Recommended
Tata Altroz,33.42,20.7,6,Sedan,Petrol,Automatic,New,Family,Black,Recommended
Toyota Glanza,33.72,12.3,6,Hatchback,Electric,Automatic,Used,Family,Red,Recommended
Honda CR-V,43.97,11.7,7,SUV,Electric,Manual,New,Family,Red,Not Recommended
Kia Sonet,33.61,11.5,4,Hatchback,Electric,Manual,Used,Family,Black,Recommended
Toyota Glanza,21.88,20.8,5,Sedan,Electric,Automatic,New,Family,Silver,Not Recommended
Mahindra Thar,30.71,21.8,6,Sedan,Petrol,Automatic,Used,Family,Red,Not Recommended
Mahindra Thar,30.71,21.8,6,Sedan,Petrol,Automatic,Used,Family,Red,Not Recommended
Hyundai i20,27.39,15.2,4,SUV,Diesel,Automatic,Used,Family,Red,Not Recommended
Tata Nexon,28.2,12.0,7,Hatchback,Petrol,Manual,New,Family,Blue,Not Recommended
Mahindra Scorpio,25.25,24.9,7,SUV,Diesel,Manual,New,Family,Red,Recommended
Tata Altroz,33.07,24.0,5,SUV,Petrol,Automatic,Used,Family,Black,Recommended
Hyundai Aura,36.81,14.1,4,Sedan,Petrol,Automatic,Used,Family,Black,Recommended
Tata Hexa,30.66,14.4,6,SUV,Diesel,Manual,Used,Family,Silver,Not Recommended
Maruti Baleno,30.66,15.8,4,Sedan,Diesel,Manual,Used,Family,Blue,Recommended
Tata Altroz,9.73,24.4,6,SUV,Petrol,Automatic,New,Family,Blue,Recommended
Toyota Glanza,34.02,13.7,7,Hatchback,Petrol,Manual,New,Family,Black,Recommended
Tata Altroz,10.16,20.7,6,Hatchback,Electric,Manual,Used,Family,White,Not Recommended
Toyota Glanza,31.8,20.7,4,Sedan,Electric,Manual,New,Family,Black,Not Recommended
Tata Tigor,5.28,22.8,6,Hatchback,Petrol,Automatic,Used,Family,Black,Not Recommended
Hyundai i20,43.91,16.9,6,SUV,Electric,Manual,Used,Family,Red,Not Recommended
Toyota Glanza,24.32,11.2,7,Hatchback,Diesel,Manual,Used,Family,Black,Not Recommended
Maruti Dzire,17.08,13.8,7,Hatchback,Electric,Automatic,Used,Family,Black,Recommended
Honda Amaze,22.47,15.8,6,Hatchback,Electric,Automatic,New,Family,White,Recommended
Tata Nexon,13.1,18.5,7,SUV,Electric,Manual,New,Family,Silver,Recommended
Hyundai Grand i10,9.78,18.7,6,SUV,Diesel,Automatic,Used,Family,White,Recommended
Honda WR-V,35.71,15.6,5,Sedan,Electric,Manual,Used,Family,Blue,Not Recommended
Tata Hexa,9.13,22.4,5,Sedan,Electric,Automatic,Used,Family,Red,Recommended
Hyundai Verna,7.32,15.5,4,SUV,Petrol,Manual,New,Family,Black,Recommended
Toyota Innova,34.24,22.0,4,SUV,Diesel,Automatic,New,Family,Red,Not Recommended
Mahindra Bolero,28.0,24.8,6,Sedan,Diesel,Automatic,New,Family,Red,Not Recommended
Hyundai i20,35.09,24.7,4,Sedan,Diesel,Manual,New,Family,Blue,Not Recommended
Tata Altroz,44.79,14.5,5,Sedan,Electric,Manual,Used,Family,Silver,Not Recommended
Toyota Innova,35.54,12.9,4,Sedan,Diesel,Manual,New,Family,Blue,Recommended
Honda WR-V,44.88,23.7,7,Hatchback,Petrol,Manual,New,Family,Black,Recommended
Kia Seltos,11.98,18.2,4,SUV,Electric,Automatic,New,Family,Red,Not Recommended
Honda WR-V,39.82,10.9,4,SUV,Electric,Automatic,New,Family,Silver,Recommended
Hyundai Grand i10,5.25,18.7,4,Hatchback,Electric,Automatic,New,Family,Silver,Not Recommended
Hyundai i20,39.73,16.7,4,Sedan,Petrol,Manual,Used,Family,White,Recommended
Honda Civic,43.49,21.6,4,Sedan,Petrol,Manual,New,Family,Black,Not Recommended
Kia Sonet,21.67,12.3,7,Sedan,Electric,Manual,New,Family,Red,Recommended
Toyota Glanza,20.75,12.5,5,Hatchback,Electric,Manual,New,Family,Black,Not Recommended
Hyundai Verna,33.04,15.0,5,Hatchback,Diesel,Manual,Used,Family,White,Recommended
Mahindra Scorpio,9.59,19.4,7,SUV,Electric,Automatic,New,Family,Silver,Not Recommended
Toyota Glanza,20.03,22.9,7,SUV,Electric,Automatic,Used,Family,Blue,Recommended
Kia Carnival,36.82,10.1,5,Sedan,Diesel,Manual,Used,Family,White,Not Recommended
Honda Amaze,39.61,20.4,7,SUV,Electric,Manual,Used,Family,White,Not Recommended
Maruti Brezza,29.33,24.5,5,SUV,Petrol,Automatic,Used,Family,Blue,Recommended
Honda City,25.11,21.8,4,Hatchback,Petrol,Manual,Used,Family,White,Not Recommended
Honda City,24.35,23.1,4,Sedan,Diesel,Automatic,New,Family,Blue,Recommended
Honda CR-V,12.52,18.3,6,Sedan,Electric,Manual,New,Family,Red,Not Recommended
Toyota Glanza,37.33,10.9,5,Hatchback,Petrol,Manual,Used,Family,Silver,Recommended
Maruti Swift,44.49,10.9,5,SUV,Petrol,Automatic,New,Family,Silver,Recommended
Tata Punch,42.17,12.1,4,SUV,Diesel,Automatic,New,Family,Blue,Recommended
Toyota Fortuner,30.76,10.1,4,SUV,Diesel,Automatic,Used,Family,Silver,Not Recommended
Honda CR-V,40.02,22.3,4,Hatchback,Electric,Automatic,New,Family,Black,Recommended
Kia Sonet,12.46,21.8,4,Sedan,Petrol,Manual,Used,Family,Silver,Not Recommended
Tata Tiago,15.02,18.8,7,SUV,Diesel,Manual,Used,Family,Red,Not Recommended
